input_produit_id,input_nom_produit,input_description_produit,input_prix_produit,input_categorie_id,input_longueur_produit,input_largeur_produit,input_hauteur_produit,input_saisonnalite_produit,input_priorite_merchandising,input_contrainte_temperature_produit,input_contrainte_conditionnement_produit,input_conditionnement_produit,input_magasin_id,input_nom_magasin_magasin,input_surface_magasin,input_longueur_magasin,input_largeur_magasin,input_adresse_magasin,input_zone_id,input_nom_zone,input_description_zone,input_emplacement_zone,input_longueur_zone,input_largeur_zone,input_hauteur_zone,input_temperature_zone,input_eclairage_zone,input_quantite_stock,input_date_maj_stock,input_quantite_vente,input_prix_unitaire_vente,input_date_vente,input_promotion_id,input_nom_promotion,input_type_promotion,input_etat_promotion,input_id_supplier,input_placement_exige_supplier,input_espace_minimum_supplier,input_nom_categorie,input_saisonnalite_categorie,input_priorite_categorie,input_zone_exposition_preferee_categorie,input_temperature_exposition_categorie,input_clientele_ciblee_categorie,input_montant_total_vente,input_valeur_stock
PROD_0251,Carottes Classic,Description du Carottes,14.2,CAT_002,15.4,7.1,27.3,printemps,2,0,fragile,plastique,MAG_003,Magasin MAG_003,349.3,25.3,14.1,776 Rue République,ZONE_001,Zone 001,Zone centrale,fond,6.4,3.6,3.4,ambiante,neon,47,2025-05-12,15,22.71,2025-05-19,,Soldes Hiver,,,SUP_013,tete_gondole,1.8,Catégorie CAT_002,printemps,8,entree,ambiante,famille,340.65,667.4
PROD_0252,Soda Cola Classic,Description du Soda Cola,6.25,CAT_002,21.8,15.3,16.3,hiver,8,0,liquide,plastique,MAG_001,Magasin MAG_001,585.0,29.8,25.2,212 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,fond,5.1,4.9,3.0,ambiante,neon,120,2025-01-10,14,68.2,2025-01-17,,,pourcentage,,SUP_020,tete_gondole,2.6,Catégorie CAT_002,automne,6,centre,ambiante,famille,954.8,750.0
PROD_0253,Biscuits Sablés Premium,Description du Biscuits Sablés,8.37,CAT_002,17.9,7.8,31.4,toute_annee,6,0,liquide,plastique,MAG_005,Magasin MAG_005,397.3,28.7,18.2,476 Rue Liberté,ZONE_002,Zone 002,Zone spécialisée,centre,11.2,3.9,2.6,ambiante,halogene,18,2025-02-10,7,35.92,2025-02-13,,,,,SUP_006,tete_gondole,2.5,Catégorie CAT_002,printemps,1,fond,ambiante,senior,251.44,150.66
PROD_0254,Vinaigre Balsamique Light,Description du Vinaigre Balsamique,3.16,CAT_002,29.3,6.0,26.2,printemps,2,0,liquide,carton,MAG_003,Magasin MAG_003,397.9,25.2,17.7,948 Rue Liberté,ZONE_004,Zone 004,Zone centrale,centre,5.5,3.5,3.3,ambiante,LED,129,2025-04-01,17,39.21,2025-04-04,PROMO_016,,,,SUP_007,standard,3.0,Catégorie CAT_002,automne,4,entree,ambiante,senior,666.57,407.64
PROD_0255,Bière Blonde Bio,Description du Bière Blonde,5.97,CAT_001,16.2,6.0,19.2,hiver,4,0,standard,metal,MAG_002,Magasin MAG_002,812.3,53.1,18.1,600 Rue République,ZONE_002,Zone 002,Zone centrale,cote,8.2,4.9,3.2,ambiante,LED,60,2025-03-12,30,59.03,2025-03-31,,,2pour1,inactive,SUP_009,tete_gondole,0.5,Catégorie CAT_001,automne,3,entree,ambiante,famille,1770.9,358.2
PROD_0256,Savon Light,Description du Savon,12.13,CAT_002,25.7,16.6,23.7,hiver,3,0,fragile,plastique,MAG_003,Magasin MAG_003,432.6,21.6,15.6,908 Rue République,ZONE_001,Zone 001,Zone spécialisée,centre,5.5,5.1,3.1,ambiante,neon,161,2025-02-26,29,64.3,2025-03-03,,,montant,,SUP_016,tete_gondole,2.4,Catégorie CAT_002,toute_annee,8,centre,ambiante,senior,1864.7,1952.93
PROD_0257,Bière Blonde Bio,Description du Bière Blonde,7.27,CAT_006,21.7,16.1,14.2,automne,7,0,liquide,plastique,MAG_001,Magasin MAG_001,604.2,34.2,20.8,914 Rue Liberté,ZONE_004,Zone 004,Zone centrale,entree,6.4,5.6,3.2,ambiante,halogene,16,2025-04-23,2,73.39,2025-05-08,,,,,SUP_026,standard,2.4,Catégorie CAT_006,printemps,8,centre,ambiante,jeune,146.78,116.32
PROD_0258,Soda Cola Bio,Description du Soda Cola,21.43,CAT_005,21.9,7.3,21.8,ete,6,1,fragile,plastique,MAG_001,Magasin MAG_001,685.0,33.2,20.4,664 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,cote,10.0,3.1,2.7,froid,neon,83,2025-03-13,6,30.6,2025-04-04,,,,,SUP_015,tete_gondole,1.1,Catégorie CAT_005,hiver,3,centre,froid,tous,183.6,1778.69
PROD_0259,Fromage Emmental Classic,Description du Fromage Emmental,20.93,CAT_006,12.1,6.2,27.4,toute_annee,1,0,fragile,metal,MAG_001,Magasin MAG_001,581.5,25.8,20.0,771 Rue République,ZONE_001,Zone 001,Zone spécialisée,centre,7.7,5.3,3.2,ambiante,neon,25,2024-12-31,20,65.33,2025-01-28,,,,,SUP_012,tete_gondole,1.2,Catégorie CAT_006,printemps,7,centre,ambiante,tous,1306.6,523.25
PROD_0260,Yaourt Nature Premium,Description du Yaourt Nature,16.98,CAT_001,15.1,9.0,14.8,toute_annee,4,0,standard,verre,MAG_005,Magasin MAG_005,345.4,27.7,16.3,245 Rue Liberté,ZONE_003,Zone 003,Zone centrale,cote,9.9,2.9,3.1,ambiante,neon,197,2025-05-12,19,27.05,2025-06-08,,Promo Flash,,,SUP_017,standard,2.2,Catégorie CAT_001,hiver,5,entree,ambiante,famille,513.95,3345.06
PROD_0261,Pommes Golden Premium,Description du Pommes Golden,17.27,CAT_003,9.9,15.5,19.2,hiver,9,0,liquide,verre,MAG_003,Magasin MAG_003,427.6,26.9,14.6,463 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,entree,8.0,2.1,2.8,ambiante,LED,122,2025-02-17,3,10.42,2025-02-19,,Soldes Hiver,montant,active,SUP_016,tete_gondole,2.7,Catégorie CAT_003,ete,9,fond,ambiante,famille,31.26,2106.94
PROD_0262,Pommes Golden Light,Description du Pommes Golden,10.4,CAT_004,15.1,18.5,32.2,hiver,1,1,fragile,plastique,MAG_003,Magasin MAG_003,417.5,20.3,16.2,65 Rue de la Paix,ZONE_002,Zone 002,Zone centrale,fond,7.3,5.6,3.5,froid,halogene,153,2025-03-29,11,67.43,2025-04-18,,,,,SUP_027,standard,2.6,Catégorie CAT_004,hiver,8,centre,froid,jeune,741.73,1591.2
PROD_0263,Huile Olive Classic,Description du Huile Olive,17.59,CAT_002,26.9,20.0,16.0,automne,1,0,standard,verre,MAG_003,Magasin MAG_003,423.5,20.4,17.5,292 Rue République,ZONE_003,Zone 003,Zone centrale,centre,5.3,3.6,2.6,ambiante,neon,142,2025-02-22,10,9.61,2025-02-27,,,,,SUP_005,tete_gondole,1.4,Catégorie CAT_002,ete,2,entree,ambiante,senior,96.1,2497.78
PROD_0264,Vinaigre Balsamique Bio,Description du Vinaigre Balsamique,5.54,CAT_002,13.1,5.2,29.1,ete,9,0,liquide,carton,MAG_005,Magasin MAG_005,416.7,29.3,18.2,682 Rue République,ZONE_004,Zone 004,Zone périphérique,centre,9.4,5.0,2.5,ambiante,halogene,119,2025-03-23,18,68.27,2025-03-28,,Soldes Hiver,,,SUP_005,niveau_oeil,2.0,Catégorie CAT_002,automne,3,entree,ambiante,senior,1228.86,659.26
PROD_0265,Vin Rouge Bio,Description du Vin Rouge,22.81,CAT_004,20.8,19.9,28.9,toute_annee,8,1,fragile,carton,MAG_003,Magasin MAG_003,500.6,28.1,16.5,750 Rue République,ZONE_003,Zone 003,Zone centrale,centre,8.1,4.8,2.9,froid,neon,146,2025-01-30,4,24.48,2025-02-08,PROMO_040,,,active,SUP_020,standard,2.0,Catégorie CAT_004,ete,10,fond,froid,jeune,97.92,3330.26
PROD_0266,Chocolat Noir Light,Description du Chocolat Noir,20.72,CAT_002,21.0,5.8,21.4,printemps,9,0,fragile,plastique,MAG_003,Magasin MAG_003,418.4,18.7,17.3,503 Rue République,ZONE_001,Zone 001,Zone spécialisée,entree,9.7,4.7,2.9,ambiante,neon,97,2025-02-08,13,75.8,2025-02-12,,,,inactive,SUP_012,niveau_oeil,0.9,Catégorie CAT_002,hiver,9,entree,ambiante,jeune,985.4,2009.84
PROD_0267,Shampoing Classic,Description du Shampoing,27.25,CAT_006,14.1,7.3,25.9,ete,7,0,liquide,metal,MAG_004,Magasin MAG_004,498.1,25.0,18.0,143 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,entree,9.2,2.7,3.2,ambiante,LED,58,2025-03-04,10,40.77,2025-03-19,,,,,SUP_019,niveau_oeil,2.2,Catégorie CAT_006,printemps,1,centre,ambiante,senior,407.7,1580.5
PROD_0268,Soda Cola Bio,Description du Soda Cola,20.34,CAT_002,26.4,17.0,34.0,ete,3,0,fragile,verre,MAG_004,Magasin MAG_004,383.2,26.0,19.1,568 Rue République,ZONE_004,Zone 004,Zone centrale,fond,8.8,4.0,2.9,ambiante,neon,82,2025-01-31,16,19.07,2025-02-17,,Soldes Hiver,montant,,SUP_027,standard,1.9,Catégorie CAT_002,hiver,2,fond,ambiante,senior,305.12,1667.88
PROD_0269,Crème Visage Bio,Description du Crème Visage,31.31,CAT_002,15.8,5.8,10.8,printemps,2,0,fragile,metal,MAG_004,Magasin MAG_004,419.3,24.4,19.5,994 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,fond,8.0,2.3,3.1,ambiante,neon,128,2024-12-31,19,71.43,2025-01-13,,,,,SUP_004,niveau_oeil,2.7,Catégorie CAT_002,toute_annee,10,entree,ambiante,senior,1357.17,4007.68
PROD_0270,Céréales Muesli Light,Description du Céréales Muesli,7.52,CAT_005,14.3,17.0,34.9,ete,6,1,standard,carton,MAG_002,Magasin MAG_002,886.9,53.1,21.9,280 Rue République,ZONE_001,Zone 001,Zone périphérique,fond,5.2,5.6,3.1,froid,LED,79,2025-04-05,10,78.08,2025-04-21,,Promo Flash,,active,SUP_020,tete_gondole,1.7,Catégorie CAT_005,toute_annee,6,centre,froid,senior,780.8,594.08
PROD_0271,Biscuits Sablés Classic,Description du Biscuits Sablés,7.78,CAT_006,9.6,8.2,15.7,ete,1,0,standard,verre,MAG_003,Magasin MAG_003,374.2,24.4,15.6,382 Rue République,ZONE_003,Zone 003,Zone périphérique,fond,8.3,3.1,2.6,ambiante,LED,31,2025-02-09,7,20.06,2025-02-13,,,,,SUP_023,standard,0.9,Catégorie CAT_006,toute_annee,9,fond,ambiante,famille,140.42,241.18
PROD_0272,Biscuits Sablés Premium,Description du Biscuits Sablés,8.25,CAT_004,15.2,9.5,15.8,hiver,6,1,fragile,verre,MAG_004,Magasin MAG_004,396.9,26.4,17.7,143 Rue République,ZONE_001,Zone 001,Zone spécialisée,fond,5.9,3.0,2.9,froid,LED,186,2025-05-23,10,56.53,2025-05-23,,Promo Flash,,active,SUP_010,tete_gondole,0.7,Catégorie CAT_004,ete,3,entree,froid,tous,565.3,1534.5
PROD_0273,Vin Rouge Light,Description du Vin Rouge,6.99,CAT_001,27.0,7.3,12.1,printemps,4,0,standard,carton,MAG_001,Magasin MAG_001,629.8,28.3,19.2,813 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,entree,8.4,3.2,3.1,ambiante,halogene,35,2025-02-22,30,65.87,2025-03-02,PROMO_020,,,,SUP_030,standard,0.8,Catégorie CAT_001,ete,10,entree,ambiante,jeune,1976.1,244.65
PROD_0274,Céréales Muesli Classic,Description du Céréales Muesli,6.67,CAT_001,14.0,12.3,12.1,automne,3,0,liquide,plastique,MAG_003,Magasin MAG_003,409.2,33.1,16.7,518 Rue Liberté,ZONE_001,Zone 001,Zone centrale,entree,8.2,3.2,3.3,ambiante,neon,200,2025-04-15,1,12.1,2025-05-01,PROMO_013,,2pour1,planifiee,SUP_004,tete_gondole,1.5,Catégorie CAT_001,toute_annee,8,centre,ambiante,jeune,12.1,1334.0
PROD_0275,Pâtes Penne Light,Description du Pâtes Penne,19.86,CAT_006,25.1,17.9,17.8,hiver,4,0,liquide,plastique,MAG_004,Magasin MAG_004,486.9,24.0,19.7,418 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,entree,8.8,5.4,3.5,ambiante,halogene,33,2025-03-27,17,72.05,2025-03-31,,,,,SUP_003,niveau_oeil,1.4,Catégorie CAT_006,hiver,2,centre,ambiante,senior,1224.85,655.38
PROD_0276,Jus Orange Bio,Description du Jus Orange,33.87,CAT_005,18.6,17.6,19.0,toute_annee,7,1,fragile,metal,MAG_004,Magasin MAG_004,397.6,20.8,15.9,194 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,fond,11.0,3.6,2.8,froid,LED,8,2025-03-04,22,40.69,2025-03-19,,,,,SUP_004,tete_gondole,2.4,Catégorie CAT_005,hiver,7,fond,froid,famille,895.18,270.96
PROD_0277,Riz Basmati Bio,Description du Riz Basmati,32.32,CAT_001,18.8,14.7,15.7,toute_annee,7,0,standard,plastique,MAG_002,Magasin MAG_002,975.7,48.5,25.7,859 Rue République,ZONE_003,Zone 003,Zone spécialisée,cote,8.9,3.5,3.2,ambiante,halogene,200,2025-03-31,23,18.17,2025-04-24,,,,,SUP_013,niveau_oeil,1.9,Catégorie CAT_001,hiver,10,centre,ambiante,tous,417.91,6464.0
PROD_0278,Vin Rouge Premium,Description du Vin Rouge,8.82,CAT_003,26.2,9.3,33.2,printemps,5,0,fragile,metal,MAG_005,Magasin MAG_005,370.6,22.5,14.8,237 Rue Liberté,ZONE_002,Zone 002,Zone centrale,entree,11.8,4.3,2.6,ambiante,LED,193,2025-03-01,2,34.97,2025-03-27,PROMO_044,Promo Flash,,,SUP_005,niveau_oeil,2.5,Catégorie CAT_003,toute_annee,10,entree,ambiante,famille,69.94,1702.26
PROD_0279,Riz Basmati Light,Description du Riz Basmati,13.69,CAT_004,25.5,7.6,26.8,hiver,9,1,fragile,verre,MAG_005,Magasin MAG_005,364.1,24.3,18.4,829 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,entree,6.5,2.9,3.4,froid,LED,115,2025-04-11,29,25.98,2025-05-10,PROMO_029,,,,SUP_002,tete_gondole,1.2,Catégorie CAT_004,toute_annee,5,fond,froid,jeune,753.42,1574.35
PROD_0280,Sauce Tomate Light,Description du Sauce Tomate,16.04,CAT_004,18.1,10.3,12.3,printemps,10,1,liquide,metal,MAG_004,Magasin MAG_004,426.7,28.7,14.7,676 Rue Liberté,ZONE_002,Zone 002,Zone spécialisée,cote,8.4,5.7,2.5,froid,halogene,148,2025-03-18,28,28.99,2025-03-23,,,,,SUP_020,standard,1.0,Catégorie CAT_004,automne,5,centre,froid,famille,811.72,2373.92
PROD_0281,Céréales Muesli Classic,Description du Céréales Muesli,3.41,CAT_005,24.7,7.3,22.2,toute_annee,1,1,liquide,verre,MAG_001,Magasin MAG_001,614.6,29.4,15.5,390 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,fond,8.0,4.4,3.5,froid,halogene,110,2025-03-24,12,63.4,2025-03-25,,Offre Spéciale,,,SUP_003,niveau_oeil,1.5,Catégorie CAT_005,printemps,6,entree,froid,famille,760.8,375.1
PROD_0282,Pain Complet Light,Description du Pain Complet,3.39,CAT_003,21.5,18.7,22.7,toute_annee,9,0,fragile,verre,MAG_005,Magasin MAG_005,380.7,26.1,16.3,21 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,entree,8.5,2.2,2.5,ambiante,halogene,101,2025-01-08,19,47.68,2025-01-20,,Black Friday,2pour1,inactive,SUP_017,standard,1.6,Catégorie CAT_003,automne,3,fond,ambiante,senior,905.92,342.39
PROD_0283,Pommes Golden Premium,Description du Pommes Golden,9.44,CAT_004,13.2,5.7,28.1,toute_annee,4,1,fragile,verre,MAG_003,Magasin MAG_003,385.6,25.9,15.9,49 Rue République,ZONE_002,Zone 002,Zone spécialisée,cote,5.8,4.4,2.8,froid,LED,164,2025-01-14,24,20.49,2025-02-13,PROMO_038,Offre Spéciale,,,SUP_017,niveau_oeil,1.4,Catégorie CAT_004,hiver,4,centre,froid,famille,491.76,1548.16
PROD_0284,Jambon Blanc Classic,Description du Jambon Blanc,15.11,CAT_005,25.0,8.6,26.9,ete,7,1,fragile,verre,MAG_003,Magasin MAG_003,377.5,28.8,14.9,640 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,centre,9.0,5.7,2.9,froid,LED,165,2025-01-07,23,12.76,2025-01-23,,,2pour1,,SUP_009,standard,0.5,Catégorie CAT_005,toute_annee,10,centre,froid,famille,293.48,2493.15
PROD_0285,Pain Complet Bio,Description du Pain Complet,19.05,CAT_002,15.6,5.5,34.0,ete,5,0,fragile,metal,MAG_005,Magasin MAG_005,404.9,28.9,14.6,327 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,9.7,5.7,2.8,ambiante,halogene,73,2025-05-19,27,52.03,2025-05-28,,,,,SUP_004,tete_gondole,2.2,Catégorie CAT_002,ete,1,entree,ambiante,senior,1404.81,1390.65
PROD_0286,Jambon Blanc Premium,Description du Jambon Blanc,21.61,CAT_004,14.2,19.5,10.3,ete,3,1,fragile,plastique,MAG_004,Magasin MAG_004,443.5,23.6,14.2,30 Rue République,ZONE_004,Zone 004,Zone périphérique,centre,10.0,4.8,3.1,froid,neon,15,2025-01-11,24,79.29,2025-01-26,,Soldes Hiver,,,SUP_003,niveau_oeil,1.3,Catégorie CAT_004,automne,2,centre,froid,jeune,1902.96,324.15
PROD_0287,Bananes Classic,Description du Bananes,9.63,CAT_001,15.6,17.5,33.4,hiver,2,0,standard,carton,MAG_002,Magasin MAG_002,939.6,48.9,15.1,792 Rue République,ZONE_001,Zone 001,Zone périphérique,cote,6.3,3.5,3.4,ambiante,neon,195,2025-01-06,8,12.45,2025-02-04,,Promo Flash,montant,,SUP_009,standard,0.7,Catégorie CAT_001,printemps,8,fond,ambiante,senior,99.6,1877.85
PROD_0288,Pommes Golden Bio,Description du Pommes Golden,2.02,CAT_003,13.4,12.1,26.5,automne,3,0,fragile,metal,MAG_001,Magasin MAG_001,616.2,26.6,20.2,733 Rue République,ZONE_004,Zone 004,Zone périphérique,entree,10.3,5.0,3.1,ambiante,neon,160,2025-01-02,2,73.11,2025-01-28,,,2pour1,planifiee,SUP_013,niveau_oeil,2.5,Catégorie CAT_003,automne,2,fond,ambiante,jeune,146.22,323.2
PROD_0289,Crème Visage Classic,Description du Crème Visage,10.57,CAT_004,27.7,18.6,17.8,automne,2,1,standard,verre,MAG_004,Magasin MAG_004,352.6,30.2,17.9,216 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,fond,9.8,3.1,2.7,froid,neon,109,2025-03-17,26,21.29,2025-03-18,,Black Friday,,,SUP_027,niveau_oeil,1.4,Catégorie CAT_004,hiver,2,entree,froid,senior,553.54,1152.13
PROD_0290,Jambon Blanc Classic,Description du Jambon Blanc,8.65,CAT_001,19.7,9.3,22.3,hiver,1,0,standard,plastique,MAG_005,Magasin MAG_005,461.2,24.2,16.7,646 Rue République,ZONE_003,Zone 003,Zone spécialisée,centre,7.1,4.4,2.9,ambiante,LED,107,2025-01-22,7,19.84,2025-02-11,,,pourcentage,,SUP_025,standard,0.8,Catégorie CAT_001,ete,10,fond,ambiante,tous,138.88,925.55
PROD_0291,Savon Classic,Description du Savon,7.33,CAT_004,22.5,19.0,30.5,ete,10,1,fragile,verre,MAG_003,Magasin MAG_003,445.6,25.3,18.5,204 Rue de la Paix,ZONE_004,Zone 004,Zone périphérique,fond,9.0,4.6,3.4,froid,LED,105,2025-05-22,29,36.77,2025-06-03,,,pourcentage,,SUP_021,standard,1.3,Catégorie CAT_004,ete,2,centre,froid,jeune,1066.33,769.65
PROD_0292,Thé Vert Light,Description du Thé Vert,51.78,CAT_006,10.6,19.7,15.4,toute_annee,5,0,standard,carton,MAG_003,Magasin MAG_003,393.9,25.3,13.7,982 Rue République,ZONE_002,Zone 002,Zone centrale,entree,5.5,4.4,3.2,ambiante,LED,188,2025-03-15,17,10.34,2025-03-28,,,,,SUP_008,standard,2.1,Catégorie CAT_006,ete,4,centre,ambiante,senior,175.78,9734.64
PROD_0293,Jambon Blanc Bio,Description du Jambon Blanc,5.78,CAT_004,14.5,19.1,30.5,automne,4,1,fragile,plastique,MAG_004,Magasin MAG_004,352.4,25.2,16.5,419 Rue de la Paix,ZONE_002,Zone 002,Zone centrale,fond,11.9,3.0,3.5,froid,halogene,65,2025-05-04,20,39.05,2025-05-18,,,,,SUP_001,niveau_oeil,1.4,Catégorie CAT_004,ete,6,fond,froid,tous,781.0,375.7
PROD_0294,Soda Cola Classic,Description du Soda Cola,5.47,CAT_006,13.6,13.7,19.0,printemps,2,0,liquide,carton,MAG_002,Magasin MAG_002,958.6,59.4,21.7,54 Rue République,ZONE_004,Zone 004,Zone centrale,cote,10.8,5.3,3.0,ambiante,halogene,160,2025-03-09,22,33.26,2025-04-08,,,,planifiee,SUP_020,niveau_oeil,1.4,Catégorie CAT_006,automne,7,fond,ambiante,senior,731.72,875.2
PROD_0295,Carottes Classic,Description du Carottes,2.23,CAT_005,26.5,8.3,19.5,ete,9,1,fragile,verre,MAG_002,Magasin MAG_002,941.6,55.2,15.4,899 Rue République,ZONE_001,Zone 001,Zone centrale,entree,10.7,5.3,2.9,froid,halogene,186,2025-05-11,17,41.06,2025-05-24,PROMO_008,,,,SUP_027,niveau_oeil,1.3,Catégorie CAT_005,automne,7,centre,froid,senior,698.02,414.78
PROD_0296,Jambon Blanc Classic,Description du Jambon Blanc,12.44,CAT_003,18.5,11.1,14.0,hiver,3,0,liquide,metal,MAG_005,Magasin MAG_005,409.5,26.3,15.0,55 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,9.6,5.9,3.1,ambiante,LED,51,2025-05-14,2,59.46,2025-05-29,,,,,SUP_030,niveau_oeil,0.7,Catégorie CAT_003,printemps,8,centre,ambiante,tous,118.92,634.44
PROD_0297,Savon Premium,Description du Savon,13.39,CAT_004,22.6,6.2,18.9,automne,2,1,standard,verre,MAG_004,Magasin MAG_004,351.9,24.4,17.2,185 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,fond,8.9,3.6,3.3,froid,neon,174,2025-05-19,19,66.66,2025-05-25,,,,,SUP_014,tete_gondole,2.0,Catégorie CAT_004,ete,8,fond,froid,famille,1266.54,2329.86
PROD_0298,Jus Orange Premium,Description du Jus Orange,7.61,CAT_001,17.1,15.1,26.5,hiver,6,0,liquide,carton,MAG_003,Magasin MAG_003,331.4,22.9,15.4,858 Rue République,ZONE_003,Zone 003,Zone centrale,entree,5.5,3.6,2.7,ambiante,LED,122,2025-01-02,27,19.29,2025-01-24,,,,,SUP_001,niveau_oeil,2.6,Catégorie CAT_001,printemps,10,centre,ambiante,senior,520.83,928.42
PROD_0299,Savon Classic,Description du Savon,14.78,CAT_002,19.1,16.0,34.0,automne,1,0,liquide,carton,MAG_005,Magasin MAG_005,395.3,23.4,13.0,561 Rue Liberté,ZONE_002,Zone 002,Zone périphérique,entree,6.5,5.5,3.4,ambiante,halogene,70,2025-06-13,6,73.98,2025-06-20,,,pourcentage,inactive,SUP_010,standard,2.1,Catégorie CAT_002,ete,2,centre,ambiante,tous,443.88,1034.6
PROD_0300,Déodorant Bio,Description du Déodorant,32.43,CAT_006,22.9,11.4,28.3,automne,2,0,fragile,plastique,MAG_004,Magasin MAG_004,336.5,30.1,16.4,502 Rue République,ZONE_003,Zone 003,Zone périphérique,cote,10.8,2.6,3.3,ambiante,halogene,149,2025-01-01,20,46.9,2025-01-14,PROMO_028,,,,SUP_014,tete_gondole,2.6,Catégorie CAT_006,printemps,9,centre,ambiante,tous,938.0,4832.07
PROD_0301,Crème Visage Premium,Description du Crème Visage,14.67,CAT_006,26.6,12.3,22.9,automne,8,0,fragile,carton,MAG_002,Magasin MAG_002,803.3,44.4,19.4,929 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,7.2,4.3,2.8,ambiante,LED,180,2025-02-19,29,10.83,2025-02-28,,,,active,SUP_030,tete_gondole,1.2,Catégorie CAT_006,toute_annee,2,fond,ambiante,tous,314.07,2640.6
PROD_0302,Jus Orange Classic,Description du Jus Orange,26.25,CAT_001,22.8,17.1,33.7,automne,5,0,liquide,carton,MAG_004,Magasin MAG_004,395.3,26.3,14.3,788 Rue Liberté,ZONE_004,Zone 004,Zone centrale,entree,7.8,5.1,2.8,ambiante,neon,174,2025-01-31,15,79.3,2025-02-05,,,montant,,SUP_010,niveau_oeil,0.6,Catégorie CAT_001,toute_annee,8,fond,ambiante,tous,1189.5,4567.5
PROD_0303,Crème Visage Bio,Description du Crème Visage,15.13,CAT_003,28.6,7.7,25.6,ete,2,0,liquide,verre,MAG_005,Magasin MAG_005,482.5,28.2,14.5,893 Rue Liberté,ZONE_003,Zone 003,Zone centrale,cote,6.6,3.2,3.0,ambiante,neon,9,2025-05-09,1,38.04,2025-05-21,PROMO_011,,,,SUP_022,standard,0.9,Catégorie CAT_003,toute_annee,8,centre,ambiante,senior,38.04,136.17
PROD_0304,Céréales Muesli Premium,Description du Céréales Muesli,14.17,CAT_003,9.9,10.9,12.5,ete,2,0,standard,plastique,MAG_004,Magasin MAG_004,385.0,21.4,16.8,880 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,cote,5.1,4.6,3.1,ambiante,neon,42,2025-05-22,21,19.74,2025-05-29,,,,inactive,SUP_025,niveau_oeil,1.1,Catégorie CAT_003,ete,8,centre,ambiante,famille,414.54,595.14
PROD_0305,Bière Blonde Light,Description du Bière Blonde,18.99,CAT_002,9.1,5.6,24.3,hiver,8,0,standard,metal,MAG_001,Magasin MAG_001,624.6,28.9,19.7,600 Rue de la Paix,ZONE_002,Zone 002,Zone centrale,fond,7.8,2.1,3.1,ambiante,neon,105,2024-12-28,2,8.81,2025-01-07,PROMO_041,,,,SUP_016,standard,2.5,Catégorie CAT_002,toute_annee,10,fond,ambiante,senior,17.62,1993.95
PROD_0306,Pommes Golden Light,Description du Pommes Golden,29.87,CAT_004,29.4,13.2,16.9,ete,1,1,liquide,carton,MAG_001,Magasin MAG_001,595.5,29.9,16.5,433 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,entree,10.0,3.1,3.4,froid,halogene,170,2025-02-14,14,34.98,2025-03-14,,,,,SUP_023,niveau_oeil,1.9,Catégorie CAT_004,printemps,3,centre,froid,jeune,489.72,5077.9
PROD_0307,Huile Olive Bio,Description du Huile Olive,16.15,CAT_003,12.9,8.4,30.4,toute_annee,6,0,liquide,metal,MAG_004,Magasin MAG_004,395.0,23.2,16.9,135 Rue République,ZONE_004,Zone 004,Zone spécialisée,cote,11.5,2.4,3.0,ambiante,halogene,177,2025-02-16,21,32.3,2025-03-11,,,,active,SUP_010,standard,2.7,Catégorie CAT_003,printemps,8,entree,ambiante,jeune,678.3,2858.55
PROD_0308,Biscuits Sablés Light,Description du Biscuits Sablés,4.58,CAT_002,19.7,7.4,24.3,automne,4,0,standard,carton,MAG_002,Magasin MAG_002,709.3,48.1,16.9,19 Rue République,ZONE_004,Zone 004,Zone périphérique,fond,10.6,5.0,2.7,ambiante,neon,45,2025-03-11,6,18.75,2025-04-06,,,,,SUP_004,standard,1.2,Catégorie CAT_002,ete,2,fond,ambiante,jeune,112.5,206.1
PROD_0309,Shampoing Premium,Description du Shampoing,13.39,CAT_003,8.8,10.9,27.4,toute_annee,5,0,standard,carton,MAG_004,Magasin MAG_004,342.3,19.7,15.2,724 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,cote,6.4,4.6,2.8,ambiante,LED,32,2025-03-27,26,71.8,2025-04-15,,,2pour1,active,SUP_006,standard,2.7,Catégorie CAT_003,printemps,4,centre,ambiante,jeune,1866.8,428.48
